species;predictors;Trait_names;IUCN_names;origin;origin3;ncells_summer;ncells_winter;D;ses.z.D;lon_summer;lat_summer;lat_winter;Mig_LatDistance;rangesize_winter;rangesize_summer;nicheBreadth;BodyMass;VertFishScav;Invertebrate;Omnivore;PlantSeed;FruiNect;Flight
Gyps_fulvus_22695219;clim.land;Gyps_fulvus;Gyps_fulvus;Palearctic;WPale;135;3509;0.119590691;4.279327678;44.41296296;39.86111111;23.05079795;16.81031316;9855705.368;319126.8243;5.444386879;7435.99;1;0;0;0;0;passive
Gyps_fulvus_22695219;clim.ndvi;Gyps_fulvus;Gyps_fulvus;Palearctic;WPale;135;3509;0.10569314;2.642781866;44.41296296;39.86111111;23.05079795;16.81031316;9855705.368;319126.8243;4.312998644;7435.99;1;0;0;0;0;passive
Haematopus_ostralegus_22733462;clim.land;Haematopus_ostralegus;Haematopus_ostralegus;Palearctic;EPale;5005;936;0.30949404;4.71171666;66.31813187;51.80064935;18.17361111;33.62703824;2590996.024;9386553.514;6.106505515;526;0;1;0;0;0;active
Haematopus_ostralegus_22733462;clim.ndvi;Haematopus_ostralegus;Haematopus_ostralegus;Palearctic;EPale;5005;936;0.382215893;3.79506604;66.31813187;51.80064935;18.17361111;33.62703824;2590996.024;9386553.514;4.796099898;526;0;1;0;0;0;active
Halcyon_coromanda_22683234;clim.land;Halcyon_coromanda;Halcyon_coromanda;Palearctic;EPale;368;89;0.261353063;10.6425964;120.6548913;33.50679348;11.91292135;21.59387213;267419.6114;938182.3996;5.439445509;77.5;0;0;1;0;0;active
Halcyon_coromanda_22683234;clim.ndvi;Halcyon_coromanda;Halcyon_coromanda;Palearctic;EPale;368;89;0.334002406;4.517478633;120.6548913;33.50679348;11.91292135;21.59387213;267419.6114;938182.3996;4.724374351;77.5;0;0;1;0;0;active
Halcyon_pileata_22683249;clim.land;Halcyon_pileata;Halcyon_pileata;Palearctic;EPale;1083;1347;0.233863257;6.394826679;111.8894275;31.4420591;10.56700074;20.87505835;4012761.328;2831516.269;6.042218181;83.99;0;1;0;0;0;active
Halcyon_pileata_22683249;clim.ndvi;Halcyon_pileata;Halcyon_pileata;Palearctic;EPale;1083;1347;0.189324416;1.26191954;111.8894275;31.4420591;10.56700074;20.87505835;4012761.328;2831516.269;5.100777177;83.99;0;1;0;0;0;active
Haliaeetus_albicilla_22695137;clim.land;Haliaeetus_albicilla;Haliaeetus_albicilla;Palearctic;EPale;6757;1520;0.25238928;4.853101856;90.82806719;62.08713186;36.22401316;25.86311871;3745657.405;9691871.747;5.865029071;4729.27;1;0;0;0;0;passive
Haliaeetus_albicilla_22695137;clim.ndvi;Haliaeetus_albicilla;Haliaeetus_albicilla;Palearctic;EPale;6757;1520;0.23827083;3.864355318;90.82806719;62.08713186;36.22401316;25.86311871;3745657.405;9691871.747;4.644814963;4729.27;1;0;0;0;0;passive
Haliaeetus_leucocephalus_22695144;clim.land;Haliaeetus_leucocephalus;Haliaeetus_leucocephalus;Nearctic;Nearctic;3698;2572;0.23074041;9.831668557;-118.4463223;59.00676041;38.51458009;20.49218032;6164990.191;5843299.61;6.784188575;4700.58;1;0;0;0;0;passive
Haliaeetus_leucocephalus_22695144;clim.ndvi;Haliaeetus_leucocephalus;Haliaeetus_leucocephalus;Nearctic;Nearctic;3698;2572;0.213525055;3.008012019;-118.4463223;59.00676041;38.51458009;20.49218032;6164990.191;5843299.61;5.634102459;4700.58;1;0;0;0;0;passive
Haliaeetus_pelagicus_22695147;clim.land;Haliaeetus_pelagicus;Haliaeetus_pelagicus;Palearctic;EPale;565;99;0.109493094;4.295761188;151.2234513;60.10221239;44.6489899;15.45322249;216667.2131;867370.4226;5.030520734;7756.99;1;0;0;0;0;passive
Haliaeetus_pelagicus_22695147;clim.ndvi;Haliaeetus_pelagicus;Haliaeetus_pelagicus;Palearctic;EPale;565;99;0.043882297;0.621949537;151.2234513;60.10221239;44.6489899;15.45322249;216667.2131;867370.4226;4.002546885;7756.99;1;0;0;0;0;passive
Helmitheros_vermivorum_22721768;clim.land;Helmitheros_vermivorum;Helmitheros_vermivorum;Nearctic;Nearctic;702;315;0.122625993;5.835105633;-85.70726496;36.36965812;18.27371134;18.09594678;924868.9444;1739009.52;6.186343365;14.16;0;1;0;0;0;active
Helmitheros_vermivorum_22721768;clim.ndvi;Helmitheros_vermivorum;Helmitheros_vermivorum;Nearctic;Nearctic;702;315;0.208875878;2.395611189;-85.70726496;36.36965812;18.27371134;18.09594678;924868.9444;1739009.52;4.775710273;14.16;0;1;0;0;0;active
Hieraaetus_pennatus_22696092;clim.land;Hieraaetus_pennatus;Hieraaetus_pennatus;Palearctic;WPale;2611;5334;0.303665437;6.459706546;55.80208732;45.4732861;0.702943382;44.77034272;15681186.54;5609432.621;6.13261027;823.75;1;0;0;0;0;passive
Hieraaetus_pennatus_22696092;clim.ndvi;Hieraaetus_pennatus;Hieraaetus_pennatus;Palearctic;WPale;2611;5334;0.274200897;1.785832898;55.80208732;45.4732861;0.702943382;44.77034272;15681186.54;5609432.621;5.031294875;823.75;1;0;0;0;0;passive
Himantopus_himantopus_22727969;clim.land;Himantopus_himantopus;Himantopus_himantopus;Nearctic;Nearctic;480;42;0.182413352;5.033883518;-110.371875;37.62604167;14.57142857;23.0546131;124550.1985;1164860.325;6.592106358;176.82;0;1;0;0;0;active
Himantopus_himantopus_22727969;clim.ndvi;Himantopus_himantopus;Himantopus_himantopus;Nearctic;Nearctic;480;42;0.114237679;3.804132489;-110.371875;37.62604167;14.57142857;23.0546131;124550.1985;1164860.325;5.26837404;176.82;0;1;0;0;0;active
Hippolais_icterina_22714916;clim.land;Hippolais_icterina;Hippolais_icterina;Palearctic;WPale;3510;1852;0.150845651;5.741185834;35.86125356;54.79458689;-14.76160907;69.55619597;5471571.516;6217453.922;5.80819037;13.2;0;1;0;0;0;active
Hippolais_icterina_22714916;clim.ndvi;Hippolais_icterina;Hippolais_icterina;Palearctic;WPale;3510;1852;0.046828471;0.352341732;35.86125356;54.79458689;-14.76160907;69.55619597;5471571.516;6217453.922;4.527478454;13.2;0;1;0;0;0;active
Hippolais_languida_22714904;clim.land;Hippolais_languida;Hippolais_languida;Palearctic;WPale;1240;852;0.424336283;5.032076399;54.86330645;36.38790323;4.897300469;31.49060276;2597466.833;3067593.091;5.325043937;12;0;1;0;0;0;active
Hippolais_languida_22714904;clim.ndvi;Hippolais_languida;Hippolais_languida;Palearctic;WPale;1240;852;0.306311477;3.018667141;54.86330645;36.38790323;4.897300469;31.49060276;2597466.833;3067593.091;4.426157093;12;0;1;0;0;0;active
Hippolais_olivetorum_22714908;clim.land;Hippolais_olivetorum;Hippolais_olivetorum;Palearctic;WPale;116;272;0.222585515;3.594788287;28.56465517;38.8362069;-21.91360294;60.74980984;773791.9696;278208.155;5.13528397;17.5;0;1;0;0;0;active
Hippolais_olivetorum_22714908;clim.ndvi;Hippolais_olivetorum;Hippolais_olivetorum;Palearctic;WPale;116;272;0.056727085;0.781844001;28.56465517;38.8362069;-21.91360294;60.74980984;773791.9696;278208.155;3.69042417;17.5;0;1;0;0;0;active
Hippolais_opaca_22734089;clim.land;Hippolais_opaca;Hippolais_opaca;Palearctic;WPale;272;1153;0.505522841;7.482600204;-1.180147059;34.27022059;11.86882047;22.40140012;3467981.826;691690.7644;4.921921757;9;0;1;0;0;0;active
Hippolais_opaca_22734089;clim.ndvi;Hippolais_opaca;Hippolais_opaca;Palearctic;WPale;272;1153;0.359320289;3.447641569;-1.180147059;34.27022059;11.86882047;22.40140012;3467981.826;691690.7644;3.306374351;9;0;1;0;0;0;active
Hippolais_pallida_22734747;clim.land;Hippolais_pallida;Hippolais_pallida;Palearctic;WPale;1949;3183;0.44323929;5.68455897;37.35720131;37.12725041;10.15244465;26.97480576;9621903.231;4780375.754;5.598967302;9;0;1;0;0;0;active
Hippolais_pallida_22734747;clim.ndvi;Hippolais_pallida;Hippolais_pallida;Palearctic;WPale;1949;3183;0.552309032;4.670421232;37.35720131;37.12725041;10.15244465;26.97480576;9621903.231;4780375.754;4.020716482;9;0;1;0;0;0;active
Hippolais_polyglotta_22714912;clim.land;Hippolais_polyglotta;Hippolais_polyglotta;Palearctic;WPale;746;727;0.319080694;4.391833863;1.507372654;41.99597855;8.748624484;33.24735407;2209717.971;1702065.803;5.553768546;11;0;1;0;0;0;active
Hippolais_polyglotta_22714912;clim.ndvi;Hippolais_polyglotta;Hippolais_polyglotta;Palearctic;WPale;746;727;0.184986225;2.590737241;1.507372654;41.99597855;8.748624484;33.24735407;2209717.971;1702065.803;3.974032237;11;0;1;0;0;0;active
Hippolais_rama_22714894;clim.land;Hippolais_rama;Hippolais_rama;Palearctic;WPale;1406;511;0.258489652;4.645009968;62.55796586;39.36130868;21.34295499;18.01835369;1458303.629;3332565.276;5.215418816;9.3;0;1;0;0;0;active
Hippolais_rama_22714894;clim.ndvi;Hippolais_rama;Hippolais_rama;Palearctic;WPale;1406;511;0.125798982;0.660074345;62.55796586;39.36130868;21.34295499;18.01835369;1458303.629;3332565.276;4.258428217;9.3;0;1;0;0;0;active
Hirundapus_caudacutus_22686677;clim.land;Hirundapus_caudacutus;Hirundapus_caudacutus;Palearctic;EPale;2432;895;0.346183662;4.539058101;117.2372533;49.7473273;-26.73100559;76.47833289;2428930.826;4827384.107;5.928816434;95.5;0;1;0;0;0;passive
Hirundapus_caudacutus_22686677;clim.ndvi;Hirundapus_caudacutus;Hirundapus_caudacutus;Palearctic;EPale;2432;895;0.327545765;3.226961962;117.2372533;49.7473273;-26.73100559;76.47833289;2428930.826;4827384.107;4.610352047;95.5;0;1;0;0;0;passive
Hirundo_daurica_22735920;clim.land;Hirundo_daurica;Hirundo_daurica;Palearctic;EPale;5732;1863;0.268749978;3.035923383;96.88625262;40.16870202;16.82756307;23.34113895;5373876.857;13354827.01;6.18074957;22.2;0;1;0;0;0;active
Hirundo_daurica_22735920;clim.ndvi;Hirundo_daurica;Hirundo_daurica;Palearctic;EPale;5732;1863;0.152287231;1.64391141;96.88625262;40.16870202;16.82756307;23.34113895;5373876.857;13354827.01;5.478127406;22.2;0;1;0;0;0;active
Hirundo_fluvicola_22712458;clim.land;Hirundo_fluvicola;Hirundo_fluvicola;Palearctic;EPale;43;100;0.280293614;5.932765725;73.40116279;33.12209302;14.695;18.42709302;296871.1699;110916.8702;5.342957162;9.7;0;1;0;0;0;active
Hirundo_fluvicola_22712458;clim.ndvi;Hirundo_fluvicola;Hirundo_fluvicola;Palearctic;EPale;43;100;0.096485911;0.943290089;73.40116279;33.12209302;14.695;18.42709302;296871.1699;110916.8702;4.189458567;9.7;0;1;0;0;0;active
Hirundo_rupestris_22712216;clim.land;Hirundo_rupestris;Hirundo_rupestris;Palearctic;EPale;2498;502;0.213183825;4.17657456;74.24939952;38.1491193;19.29681275;18.85230655;1450179.892;6004182.638;5.91788964;20.4;0;1;0;0;0;active
Hirundo_rupestris_22712216;clim.ndvi;Hirundo_rupestris;Hirundo_rupestris;Palearctic;EPale;2498;502;0.116280896;2.017615006;74.24939952;38.1491193;19.29681275;18.85230655;1450179.892;6004182.638;5.184895225;20.4;0;1;0;0;0;active
Hirundo_rustica_22712252;clim.land;Hirundo_rustica;Hirundo_rustica;Palearctic;EPale;18650;7788;0.383596445;8.736087213;77.86621984;49.0236193;-0.074666153;49.09828546;23049229.99;37029161.98;6.541431053;17.91;0;1;0;0;0;active
Hirundo_rustica_22712252;clim.ndvi;Hirundo_rustica;Hirundo_rustica;Palearctic;EPale;18650;7788;0.319241817;1.895203163;77.86621984;49.0236193;-0.074666153;49.09828546;23049229.99;37029161.98;5.458609664;17.91;0;1;0;0;0;active
Hydrocoloeus_minutus_22694469;clim.land;Larus_minutus;Hydrocoloeus_minutus;Palearctic;EPale;4907;475;0.037924235;0.650194563;72.77802119;57.363817;43.16368421;14.20013279;1058605.914;8134507.212;5.58661258;118;0;1;0;0;0;active
Hydrocoloeus_minutus_22694469;clim.ndvi;Larus_minutus;Hydrocoloeus_minutus;Palearctic;EPale;4907;475;0.052689377;2.558947061;72.77802119;57.363817;43.16368421;14.20013279;1058605.914;8134507.212;4.3982335;118;0;1;0;0;0;active
Hydroprogne_caspia_22694524;clim.land;Sterna_caspia;Hydroprogne_caspia;Nearctic;Nearctic;139;321;0.342643411;9.820495748;-108.0125899;48.89028777;22.24221184;26.64807593;912427.6889;279734.1433;6.744374239;655;1;0;0;0;0;active
Hydroprogne_caspia_22694524;clim.ndvi;Sterna_caspia;Hydroprogne_caspia;Nearctic;Nearctic;139;321;0.338165662;2.575919765;-108.0125899;48.89028777;22.24221184;26.64807593;912427.6889;279734.1433;5.35599153;655;1;0;0;0;0;active
Hylocichla_mustelina_22708670;clim.land;Hylocichla_mustelina;Hylocichla_mustelina;Nearctic;Nearctic;1474;217;0.178359535;14.11993475;-83.72252374;40.06614654;15.07718894;24.9889576;643745.3522;3462520.899;6.104924876;50.09;0;1;0;0;0;active
Hylocichla_mustelina_22708670;clim.ndvi;Hylocichla_mustelina;Hylocichla_mustelina;Nearctic;Nearctic;1474;217;0.251677866;2.648233549;-83.72252374;40.06614654;15.07718894;24.9889576;643745.3522;3462520.899;4.66322553;50.09;0;1;0;0;0;active
Icteria_virens_22722057;clim.land;Icteria_virens;Icteria_virens;Nearctic;Nearctic;2577;324;0.159755728;13.76044772;-100.8219829;38.5548118;16.43209877;22.12271303;954629.3073;6174683.924;6.677208532;24.89;0;1;0;0;0;active
Icteria_virens_22722057;clim.ndvi;Icteria_virens;Icteria_virens;Nearctic;Nearctic;2577;324;0.171386497;2.485707457;-100.8219829;38.5548118;16.43209877;22.12271303;954629.3073;6174683.924;5.585040176;24.89;0;1;0;0;0;active
Icterus_bullockii_22729123;clim.land;Icterus_bullockii;Icterus_bullockii;Nearctic;Nearctic;1509;302;0.253742312;4.175056836;-110.6237575;38.26358516;19.79470199;18.46888317;873433.9095;3629883.263;6.422862428;37.9;0;1;0;0;0;active
Icterus_bullockii_22729123;clim.ndvi;Icterus_bullockii;Icterus_bullockii;Nearctic;Nearctic;1509;302;0.168842628;2.537165702;-110.6237575;38.26358516;19.79470199;18.46888317;873433.9095;3629883.263;5.356388366;37.9;0;1;0;0;0;active
Icterus_cucullatus_22724131;clim.land;Icterus_cucullatus;Icterus_cucullatus;Nearctic;Nearctic;359;110;0.17692073;6.040226985;-107.0375458;30.48534799;19.47706422;11.00828377;318780.9812;936153.5908;6.485226036;24.3;0;0;1;0;0;active
Icterus_cucullatus_22724131;clim.ndvi;Icterus_cucullatus;Icterus_cucullatus;Nearctic;Nearctic;359;110;0.109038067;2.760312884;-107.0375458;30.48534799;19.47706422;11.00828377;318780.9812;936153.5908;4.761912674;24.3;0;0;1;0;0;active
Icterus_galbula_22724126;clim.land;Icterus_galbula;Icterus_galbula;Nearctic;Nearctic;3669;886;0.279304037;8.482742729;-98.00807144;41.72500804;14.66880054;27.05620751;2609190.974;8474470.789;6.920385067;32.83;0;1;0;0;0;active
Icterus_galbula_22724126;clim.ndvi;Icterus_galbula;Icterus_galbula;Nearctic;Nearctic;3669;886;0.299410671;3.002120602;-98.00807144;41.72500804;14.66880054;27.05620751;2609190.974;8474470.789;5.865542701;32.83;0;1;0;0;0;active
Icterus_spurius_22724134;clim.land;Icterus_spurius;Icterus_spurius;Nearctic;Nearctic;1956;478;0.190941224;11.90797203;-92.55274994;36.73792084;13.38807531;23.34984553;1425754.604;4798373.986;6.538431708;19.44;0;0;1;0;0;active
Icterus_spurius_22724134;clim.ndvi;Icterus_spurius;Icterus_spurius;Nearctic;Nearctic;1956;478;0.215021567;2.06663622;-92.55274994;36.73792084;13.38807531;23.34984553;1425754.604;4798373.986;5.486350853;19.44;0;0;1;0;0;active
Ictinia_mississippiensis_22695066;clim.land;Ictinia_mississippiensis;Ictinia_mississippiensis;Nearctic;Nearctic;324;356;0.191604986;25.41727521;-92.9382716;33.60493827;-20.30898876;53.91392704;1025460.657;830510.9596;5.871143837;276.03;0;1;0;0;0;passive
Ictinia_mississippiensis_22695066;clim.ndvi;Ictinia_mississippiensis;Ictinia_mississippiensis;Nearctic;Nearctic;324;356;0.201017514;4.698087132;-92.9382716;33.60493827;-20.30898876;53.91392704;1025460.657;830510.9596;4.81037818;276.03;0;1;0;0;0;passive
Irania_gutturalis_22709758;clim.land;Irania_gutturalis;Irania_gutturalis;Palearctic;WPale;553;178;0.33305734;3.104849083;49.21835443;37.18128391;1.685393258;35.49589065;546142.3951;1356085.37;5.092912421;21.6;0;1;0;0;0;active
Irania_gutturalis_22709758;clim.ndvi;Irania_gutturalis;Irania_gutturalis;Palearctic;WPale;553;178;0.264796751;3.106659973;49.21835443;37.18128391;1.685393258;35.49589065;546142.3951;1356085.37;4.262526314;21.6;0;1;0;0;0;active
Ixobrychus_eurhythmus_22697317;clim.land;Ixobrychus_eurhythmus;Ixobrychus_eurhythmus;Palearctic;EPale;2091;447;0.174844207;10.62379065;123.6918938;41.98290292;2.482662192;39.50024072;1368275.065;4727360.64;5.881026087;139;1;0;0;0;0;active
Ixobrychus_eurhythmus_22697317;clim.ndvi;Ixobrychus_eurhythmus;Ixobrychus_eurhythmus;Palearctic;EPale;2091;447;0.155860381;3.940280809;123.6918938;41.98290292;2.482662192;39.50024072;1368275.065;4727360.64;4.846747834;139;1;0;0;0;0;active
Ixobrychus_exilis_22697314;clim.land;Ixobrychus_exilis;Ixobrychus_exilis;Nearctic;Nearctic;1237;340;0.177656991;13.89939789;-88.33198639;38.06039983;16.16589506;21.89450477;997686.6209;2987259.829;6.456667796;86.29;1;0;0;0;0;active
Ixobrychus_exilis_22697314;clim.ndvi;Ixobrychus_exilis;Ixobrychus_exilis;Nearctic;Nearctic;1237;340;0.227988195;2.792111448;-88.33198639;38.06039983;16.16589506;21.89450477;997686.6209;2987259.829;5.237820079;86.29;1;0;0;0;0;active
Ixobrychus_sinensis_22697303;clim.land;Ixobrychus_sinensis;Ixobrychus_sinensis;Palearctic;EPale;1791;261;0.151298022;6.879020299;110.8853992;33.83877722;-1.460727969;35.29950519;793637.9661;4548708.546;5.758651646;94.29;0;1;0;0;0;active
Ixobrychus_sinensis_22697303;clim.ndvi;Ixobrychus_sinensis;Ixobrychus_sinensis;Palearctic;EPale;1791;261;0.203790395;1.330537576;110.8853992;33.83877722;-1.460727969;35.29950519;793637.9661;4548708.546;5.176396635;94.29;0;1;0;0;0;active
Junco_hyemalis_22735032;clim.land;Junco_hyemalis;Junco_hyemalis;Nearctic;Nearctic;3904;2495;0.206140559;14.12822962;-111.2140113;57.98565574;38.0239479;19.96170784;6017123.821;6351993.209;6.827477661;19.5;0;0;0;1;0;active
Junco_hyemalis_22735032;clim.ndvi;Junco_hyemalis;Junco_hyemalis;Nearctic;Nearctic;3904;2495;0.28171518;4.878037802;-111.2140113;57.98565574;38.0239479;19.96170784;6017123.821;6351993.209;5.61578129;19.5;0;0;0;1;0;active
Jynx_torquilla_22680683;clim.land;Jynx_torquilla;Jynx_torquilla;Palearctic;EPale;9524;4259;0.331901022;5.909803985;71.39431961;53.57628097;15.81304297;37.76323801;12472572.34;17294854.13;5.886670708;34.96;0;1;0;0;0;active
Jynx_torquilla_22680683;clim.ndvi;Jynx_torquilla;Jynx_torquilla;Palearctic;EPale;9524;4259;0.266979362;3.828744988;71.39431961;53.57628097;15.81304297;37.76323801;12472572.34;17294854.13;4.680816906;34.96;0;1;0;0;0;active
Lagopus_lagopus_22679460;clim.land;Lagopus_lagopus;Lagopus_lagopus;Nearctic;Nearctic;1844;1152;0.066926307;4.489811995;-113.2570499;68.86578091;56.09678819;12.76899272;1977672.543;2049918.211;6.263199364;566.86;0;0;0;1;0;active
Lagopus_lagopus_22679460;clim.ndvi;Lagopus_lagopus;Lagopus_lagopus;Nearctic;Nearctic;1844;1152;0;-0.320163674;-113.2570499;68.86578091;56.09678819;12.76899272;1977672.543;2049918.211;5.0730329;566.86;0;0;0;1;0;active
Lanius_bucephalus_22704998;clim.land;Lanius_bucephalus;Lanius_bucephalus;Palearctic;EPale;593;273;0.199603988;3.022420903;125.2685497;41.09822934;27.3543956;13.74383374;745441.0656;1373069.283;5.481092045;39.42;0;0;1;0;0;active
Lanius_bucephalus_22704998;clim.ndvi;Lanius_bucephalus;Lanius_bucephalus;Palearctic;EPale;593;273;0.029104188;1.091844353;125.2685497;41.09822934;27.3543956;13.74383374;745441.0656;1373069.283;4.081694568;39.42;0;0;1;0;0;active
Lanius_collurio_22705001;clim.land;Lanius_collurio;Lanius_collurio;Palearctic;WPale;6868;1836;0.184376625;4.350679077;46.26827315;51.74439429;-18.291122;70.0355163;5326912.91;13011441.34;5.93132837;28.44;0;1;0;0;0;active
Lanius_collurio_22705001;clim.ndvi;Lanius_collurio;Lanius_collurio;Palearctic;WPale;6868;1836;0.087398469;0.556087856;46.26827315;51.74439429;-18.291122;70.0355163;5326912.91;13011441.34;4.635478755;28.44;0;1;0;0;0;active
Lanius_excubitor_22730627;clim.land;Lanius_excubitor;Lanius_excubitor;Nearctic;Nearctic;2317;3253;0.153142177;14.42700765;-127.0922529;62.80308589;44.65931448;18.14377141;7099106.28;3260847.074;6.85669601;63.41;1;0;0;0;0;active
Lanius_excubitor_22730627;clim.ndvi;Lanius_excubitor;Lanius_excubitor;Nearctic;Nearctic;2317;3253;0.071814291;1.606060754;-127.0922529;62.80308589;44.65931448;18.14377141;7099106.28;3260847.074;5.980752904;63.41;1;0;0;0;0;active
Lanius_isabellinus_22705005;clim.land;Lanius_isabellinus;Lanius_isabellinus;Palearctic;EPale;3834;3377;0.48390249;6.086389713;86.68166406;42.26812728;15.55381996;26.71430732;9884347.329;8705787.87;5.566642799;25.2;0;1;0;0;0;active
Lanius_isabellinus_22705005;clim.ndvi;Lanius_isabellinus;Lanius_isabellinus;Palearctic;EPale;3834;3377;0.403679373;3.224475515;86.68166406;42.26812728;15.55381996;26.71430732;9884347.329;8705787.87;4.584582904;25.2;0;1;0;0;0;active
Lanius_ludovicianus_22705042;clim.land;Lanius_ludovicianus;Lanius_ludovicianus;Nearctic;Nearctic;1610;133;0.162231197;6.055422631;-100.4195652;44.62515528;23.35902256;21.26613272;373865.3093;3522350.309;6.211614924;51.59;0;1;0;0;0;active
Lanius_ludovicianus_22705042;clim.ndvi;Lanius_ludovicianus;Lanius_ludovicianus;Nearctic;Nearctic;1610;133;0.245513401;2.736863478;-100.4195652;44.62515528;23.35902256;21.26613272;373865.3093;3522350.309;4.971863276;51.59;0;1;0;0;0;active
Lanius_minor_22705038;clim.land;Lanius_minor;Lanius_minor;Palearctic;WPale;4009;742;0.166963712;2.180448104;49.34229234;47.14885258;-23.71698113;70.86583371;2087376.293;8356199.155;5.521791121;46.49;0;1;0;0;0;active
Lanius_minor_22705038;clim.ndvi;Lanius_minor;Lanius_minor;Palearctic;WPale;4009;742;0.136292889;1.263162592;49.34229234;47.14885258;-23.71698113;70.86583371;2087376.293;8356199.155;4.256839114;46.49;0;1;0;0;0;active
Lanius_nubicus_22705099;clim.land;Lanius_nubicus;Lanius_nubicus;Palearctic;WPale;142;649;0.084330361;1.788329405;35.36619718;36.97183099;14.01194145;22.95988954;1936762.074;349024.6626;4.881029655;19.7;0;1;0;0;0;active
Lanius_nubicus_22705099;clim.ndvi;Lanius_nubicus;Lanius_nubicus;Palearctic;WPale;142;649;0.359371188;3.631629473;35.36619718;36.97183099;14.01194145;22.95988954;1936762.074;349024.6626;3.243182623;19.7;0;1;0;0;0;active
Lanius_senator_22705095;clim.land;Lanius_senator;Lanius_senator;Palearctic;WPale;1075;2334;0.29428584;5.371086316;15.71418605;38.62395349;10.03277635;28.59117714;7056923.503;2580810.623;5.445031418;35.97;0;1;0;0;0;active
Lanius_senator_22705095;clim.ndvi;Lanius_senator;Lanius_senator;Palearctic;WPale;1075;2334;0.485807931;3.934371909;15.71418605;38.62395349;10.03277635;28.59117714;7056923.503;2580810.623;3.755750974;35.97;0;1;0;0;0;active
Lanius_tigrinus_22704995;clim.land;Lanius_tigrinus;Lanius_tigrinus;Palearctic;EPale;1171;1048;0.207585461;5.898387923;119.9955167;36.96818958;11.80438931;25.16380027;3095213.977;2870523.477;5.920905504;30.14;0;1;0;0;0;active
Lanius_tigrinus_22704995;clim.ndvi;Lanius_tigrinus;Lanius_tigrinus;Palearctic;EPale;1171;1048;0.149373085;1.408631105;119.9955167;36.96818958;11.80438931;25.16380027;3095213.977;2870523.477;4.975357377;30.14;0;1;0;0;0;active
Larus_atricilla_22694455;clim.land;Larus_atricilla;Larus_atricilla;Nearctic;Nearctic;112;705;0.127099648;4.60527867;-79.27985075;43.12562189;14.66926459;28.4563573;2074587.318;253139.2988;7.134180776;307.41;1;0;0;0;0;active
Larus_atricilla_22694455;clim.ndvi;Larus_atricilla;Larus_atricilla;Nearctic;Nearctic;112;705;0.070727477;0.771794559;-79.27985075;43.12562189;14.66926459;28.4563573;2074587.318;253139.2988;6.086993374;307.41;1;0;0;0;0;active
Larus_brunnicephalus_22694384;clim.land;Larus_brunnicephalus;Larus_brunnicephalus;Palearctic;EPale;264;601;0.038936718;1.418189995;79.4905303;36.08901515;18.53618968;17.55282547;1740597.481;656406.894;5.87962254;569.29;1;0;0;0;0;active
Larus_brunnicephalus_22694384;clim.ndvi;Larus_brunnicephalus;Larus_brunnicephalus;Palearctic;EPale;264;601;0.023668909;0.290104886;79.4905303;36.08901515;18.53618968;17.55282547;1740597.481;656406.894;4.520970951;569.29;1;0;0;0;0;active
Larus_cachinnans_22735929;clim.land;Larus_cachinnans;Larus_cachinnans;Palearctic;WPale;412;2083;0.21511756;8.781728672;59.69174757;47.52669903;32.9211117;14.60558733;5293971.092;856705.1586;5.83391559;1111.89;1;0;0;0;0;active
Larus_cachinnans_22735929;clim.ndvi;Larus_cachinnans;Larus_cachinnans;Palearctic;WPale;412;2083;0.071571096;0.536965674;59.69174757;47.52669903;32.9211117;14.60558733;5293971.092;856705.1586;4.575836312;1111.89;1;0;0;0;0;active
Larus_californicus_22694321;clim.land;Larus_californicus;Larus_californicus;Nearctic;Nearctic;1048;154;0.037989097;3.570256806;-110.4263902;52.14015497;31.2395288;20.90062617;402022.4622;1951215.711;6.348417249;683.39;0;0;1;0;0;active
Larus_californicus_22694321;clim.ndvi;Larus_californicus;Larus_californicus;Nearctic;Nearctic;1048;154;0.072548298;2.070679932;-110.4263902;52.14015497;31.2395288;20.90062617;402022.4622;1951215.711;5.218761034;683.39;0;0;1;0;0;active
Larus_canus_22694308;clim.land;Larus_canus;Larus_canus;Palearctic;EPale;9267;2693;0.287733354;3.628860489;85.67597389;60.17063235;41.16942072;19.00121163;6096428.626;14155788.38;5.974317716;412.53;0;0;1;0;0;active
Larus_canus_22694308;clim.ndvi;Larus_canus;Larus_canus;Palearctic;EPale;9267;2693;0.25224751;7.705492551;85.67597389;60.17063235;41.16942072;19.00121163;6096428.626;14155788.38;4.898611618;412.53;0;0;1;0;0;active
Larus_delawarensis_22694317;clim.land;Larus_delawarensis;Larus_delawarensis;Nearctic;Nearctic;2633;1572;0.339436498;19.82429532;-101.4786365;50.15144322;30.07347328;20.07796994;4165455.775;5184997.213;6.749324234;516.31;1;0;0;0;0;active
Larus_delawarensis_22694317;clim.ndvi;Larus_delawarensis;Larus_delawarensis;Nearctic;Nearctic;2633;1572;0.345693874;3.402544721;-101.4786365;50.15144322;30.07347328;20.07796994;4165455.775;5184997.213;5.642716546;516.31;1;0;0;0;0;active
Larus_genei_22694428;clim.land;Larus_genei;Larus_genei;Palearctic;WPale;620;629;0.135887637;8.895904453;57.00080645;44.93709677;30.89504881;14.04204796;1633450.332;1346399.508;5.466209197;281;0;0;1;0;0;active
