species;predictors;Trait_names;IUCN_names;origin;origin3;ncells_summer;ncells_winter;D;ses.z.D;lon_summer;lat_summer;lat_winter;Mig_LatDistance;rangesize_winter;rangesize_summer;nicheBreadth;BodyMass;VertFishScav;Invertebrate;Omnivore;PlantSeed;FruiNect;Flight
Carduelis_flammea_22725044;clim.land;Carduelis_flammea;Carduelis_flammea;Nearctic;Nearctic;3249;4906;0.114553869;10.58358095;-92.20060018;68.07271468;50.74908276;17.32363193;9497973.42;3710954.454;7.052903506;13;0;0;0;1;0;active
Carduelis_flammea_22725044;clim.ndvi;Carduelis_flammea;Carduelis_flammea;Nearctic;Nearctic;3249;4906;0.097723501;2.674133346;-92.20060018;68.07271468;50.74908276;17.32363193;9497973.42;3710954.454;6.163054198;13;0;0;0;1;0;active
Carduelis_flavirostris_22720438;clim.land;Carduelis_flavirostris;Carduelis_flavirostris;Palearctic;WPale;155;616;0.098670829;2.621995569;10.15322581;62.94354839;50.57061688;12.3729315;1201723.569;216690.6789;5.596271276;15.4;0;0;0;1;0;active
Carduelis_flavirostris_22720438;clim.ndvi;Carduelis_flavirostris;Carduelis_flavirostris;Palearctic;WPale;155;616;0.18523581;3.71346751;10.15322581;62.94354839;50.57061688;12.3729315;1201723.569;216690.6789;3.994056409;15.4;0;0;0;1;0;active
Carduelis_pinus_22720359;clim.land;Carduelis_pinus;Carduelis_pinus;Nearctic;Nearctic;1710;2576;0.20695888;4.879300542;-113.9307018;57.37339181;37.78396739;19.58942442;6232315.629;2835806.491;6.651842338;12.7;0;0;0;1;0;active
Carduelis_pinus_22720359;clim.ndvi;Carduelis_pinus;Carduelis_pinus;Nearctic;Nearctic;1710;2576;0.233262808;2.668767322;-113.9307018;57.37339181;37.78396739;19.58942442;6232315.629;2835806.491;5.526997075;12.7;0;0;0;1;0;active
Carduelis_psaltria_22720410;clim.land;Carduelis_psaltria;Carduelis_psaltria;Nearctic;Nearctic;524;87;0.232021992;5.485233765;-112.2099237;38.71755725;26.22482014;12.49273711;238802.9681;1258536.526;6.11301272;8.77;0;0;0;1;0;active
Carduelis_psaltria_22720410;clim.ndvi;Carduelis_psaltria;Carduelis_psaltria;Nearctic;Nearctic;524;87;0.381097767;4.402803115;-112.2099237;38.71755725;26.22482014;12.49273711;238802.9681;1258536.526;4.671049576;8.77;0;0;0;1;0;active
Carduelis_spinus_22720354;clim.land;Carduelis_spinus;Carduelis_spinus;Palearctic;WPale;2307;2731;0.362525133;11.31396343;46.73092761;58.4907889;40.47958623;18.01120267;6351105.068;3707658.794;5.973686338;13.24;0;0;0;1;0;active
Carduelis_spinus_22720354;clim.ndvi;Carduelis_spinus;Carduelis_spinus;Palearctic;WPale;2307;2731;0.230230058;4.41564017;46.73092761;58.4907889;40.47958623;18.01120267;6351105.068;3707658.794;4.658218433;13.24;0;0;0;1;0;active
Carduelis_tristis_22720407;clim.land;Carduelis_tristis;Carduelis_tristis;Nearctic;Nearctic;1349;1075;0.212265146;7.928966935;-97.40604151;49.85192735;32.60023256;17.2516948;2781729.248;2678654.687;6.516838019;12.79;0;0;0;1;0;active
Carduelis_tristis_22720407;clim.ndvi;Carduelis_tristis;Carduelis_tristis;Nearctic;Nearctic;1349;1075;0.236074976;3.256906334;-97.40604151;49.85192735;32.60023256;17.2516948;2781729.248;2678654.687;5.342920375;12.79;0;0;0;1;0;active
Carpodacus_cassinii_22720560;clim.land;Carpodacus_cassinii;Carpodacus_cassinii;Nearctic;Nearctic;87;513;0.056285859;8.532624308;-118.1810345;50.18678161;33.08528265;17.10149896;1313846.628;171620.2274;5.604438116;26.5;0;0;0;1;0;active
Carpodacus_cassinii_22720560;clim.ndvi;Carpodacus_cassinii;Carpodacus_cassinii;Nearctic;Nearctic;87;513;0.029347143;0.387285672;-118.1810345;50.18678161;33.08528265;17.10149896;1313846.628;171620.2274;4.775507505;26.5;0;0;0;1;0;active
Carpodacus_erythrinus_22720556;clim.land;Carpodacus_erythrinus;Carpodacus_erythrinus;Palearctic;EPale;13151;2025;0.375770743;4.393528448;89.53963577;54.00777507;24.0808642;29.92691088;5670010.768;23389419.51;5.998703802;23.97;0;0;0;1;0;active
Carpodacus_erythrinus_22720556;clim.ndvi;Carpodacus_erythrinus;Carpodacus_erythrinus;Palearctic;EPale;13151;2025;0.315507003;3.000433412;89.53963577;54.00777507;24.0808642;29.92691088;5670010.768;23389419.51;4.848756038;23.97;0;0;0;1;0;active
Carpodacus_purpureus_22720553;clim.land;Carpodacus_purpureus;Carpodacus_purpureus;Nearctic;Nearctic;1713;1328;0.256623902;10.4456956;-102.9090776;53.12945126;37.3060994;15.82335186;3243400.607;3161423.149;6.429840391;23.3;0;0;0;1;0;active
Carpodacus_purpureus_22720553;clim.ndvi;Carpodacus_purpureus;Carpodacus_purpureus;Nearctic;Nearctic;1713;1328;0.303137113;4.099619968;-102.9090776;53.12945126;37.3060994;15.82335186;3243400.607;3161423.149;5.225933765;23.3;0;0;0;1;0;active
Carpodacus_roseus_22720592;clim.land;Carpodacus_roseus;Carpodacus_roseus;Palearctic;EPale;2374;1627;0.091978259;2.857169283;117.0334878;60.27169334;42.97372465;17.2979687;3643666.129;3624883.41;5.460896622;28.6;0;0;0;1;0;active
Carpodacus_roseus_22720592;clim.ndvi;Carpodacus_roseus;Carpodacus_roseus;Palearctic;EPale;2374;1627;0.06615091;0.793572511;117.0334878;60.27169334;42.97372465;17.2979687;3643666.129;3624883.41;4.457251015;28.6;0;0;0;1;0;active
Catharus_fuscescens_22708655;clim.land;Catharus_fuscescens;Catharus_fuscescens;Nearctic;Nearctic;1756;196;0.015071719;1.202787857;-95.90196078;47.15844867;-13.73214286;60.89059153;583835.9685;3673220.439;6.294094974;31.9;0;0;1;0;0;active
Catharus_fuscescens_22708655;clim.ndvi;Catharus_fuscescens;Catharus_fuscescens;Nearctic;Nearctic;1756;196;0.00074612;-0.413840763;-95.90196078;47.15844867;-13.73214286;60.89059153;583835.9685;3673220.439;4.850256238;31.9;0;0;1;0;0;active
Catharus_guttatus_22708667;clim.land;Catharus_guttatus;Catharus_guttatus;Nearctic;Nearctic;4174;1631;0.384826443;17.32753136;-107.0237183;52.11367992;31.31591048;20.79776944;4267854.209;7841192.971;6.838205111;30.1;0;1;0;0;0;active
Catharus_guttatus_22708667;clim.ndvi;Catharus_guttatus;Catharus_guttatus;Nearctic;Nearctic;4174;1631;0.421105848;2.962430693;-107.0237183;52.11367992;31.31591048;20.79776944;4267854.209;7841192.971;5.643817289;30.1;0;1;0;0;0;active
Catharus_minimus_22708658;clim.land;Catharus_minimus;Catharus_minimus;Nearctic;Nearctic;3019;1526;0.029454469;0.940580088;-119.3982475;61.27238806;1.684924787;59.58746327;4666671.889;4448750.164;6.828084166;31.58;0;1;0;0;0;active
Catharus_minimus_22708658;clim.ndvi;Catharus_minimus;Catharus_minimus;Nearctic;Nearctic;3019;1526;0.012020454;-0.471932741;-119.3982475;61.27238806;1.684924787;59.58746327;4666671.889;4448750.164;5.688531576;31.58;0;1;0;0;0;active
Catharus_ustulatus_22708664;clim.land;Catharus_ustulatus;Catharus_ustulatus;Nearctic;Nearctic;4265;934;0.121410589;5.059232281;-109.8066287;54.92918416;-0.000182349;54.92936651;2804535.386;7539957.631;6.715460491;30.3;0;1;0;0;0;active
Catharus_ustulatus_22708664;clim.ndvi;Catharus_ustulatus;Catharus_ustulatus;Nearctic;Nearctic;4265;934;0.069722661;0.348893628;-109.8066287;54.92918416;-0.000182349;54.92936651;2804535.386;7539957.631;5.694306371;30.3;0;1;0;0;0;active
Cepphus_grylle_22694861;clim.land;Cepphus_grylle;Cepphus_grylle;Palearctic;EPale;438;53;0.152964463;6.259299451;67.83675799;71.95091324;61.74056604;10.2103472;76609.10626;415317.1397;4.490570647;378;1;0;0;0;0;active
Cepphus_grylle_22694861;clim.ndvi;Cepphus_grylle;Cepphus_grylle;Palearctic;EPale;438;53;0.026474092;4.265131391;67.83675799;71.95091324;61.74056604;10.2103472;76609.10626;415317.1397;3.697859702;378;1;0;0;0;0;active
Cettia_cetti_22714445;clim.land;Cettia_cetti;Cettia_cetti;Palearctic;WPale;1276;349;0.284407223;9.519520907;57.90909091;44.20376176;29.7256447;14.47811706;932099.7793;2814129.221;5.464025344;13.22;0;1;0;0;0;active
Cettia_cetti_22714445;clim.ndvi;Cettia_cetti;Cettia_cetti;Palearctic;WPale;1276;349;0.167811558;1.55627353;57.90909091;44.20376176;29.7256447;14.47811706;932099.7793;2814129.221;4.181586866;13.22;0;1;0;0;0;active
Chaetura_pelagica_22686709;clim.land;Chaetura_pelagica;Chaetura_pelagica;Nearctic;Nearctic;2503;1508;0.227233163;16.55685141;-88.89003196;40.89003196;-3.022877984;43.91290995;4605641.899;5795666.121;6.656866021;23.6;0;1;0;0;0;passive
Chaetura_pelagica_22686709;clim.ndvi;Chaetura_pelagica;Chaetura_pelagica;Nearctic;Nearctic;2503;1508;0.1649909;3.693670751;-88.89003196;40.89003196;-3.022877984;43.91290995;4605641.899;5795666.121;5.819227354;23.6;0;1;0;0;0;passive
Charadrius_alexandrinus_22727487;clim.land;Charadrius_alexandrinus;Charadrius_alexandrinus;Palearctic;EPale;4426;3055;0.272008806;8.663833471;78.81416629;44.75553547;15.449509;29.30602647;8949427.091;9646591.863;6.052004779;42.3;0;1;0;0;0;active
Charadrius_alexandrinus_22727487;clim.ndvi;Charadrius_alexandrinus;Charadrius_alexandrinus;Palearctic;EPale;4426;3055;0.258760808;3.608756737;78.81416629;44.75553547;15.449509;29.30602647;8949427.091;9646591.863;5.291596372;42.3;0;1;0;0;0;active
Charadrius_asiaticus_22693868;clim.land;Charadrius_asiaticus;Charadrius_asiaticus;Palearctic;EPale;1389;2694;0.242055351;5.308555491;65.17260619;45.07649388;-6.155530809;51.23202469;7975974.357;3018674.477;5.904579729;77.09;0;1;0;0;0;active
Charadrius_asiaticus_22693868;clim.ndvi;Charadrius_asiaticus;Charadrius_asiaticus;Palearctic;EPale;1389;2694;0.176718463;2.132806019;65.17260619;45.07649388;-6.155530809;51.23202469;7975974.357;3018674.477;4.709230839;77.09;0;1;0;0;0;active
Charadrius_dubius_22693770;clim.land;Charadrius_dubius;Charadrius_dubius;Palearctic;EPale;13719;4209;0.334042786;12.17592801;73.9576682;49.61609811;7.841708244;41.77438987;12704723.95;26971978.92;6.347900048;38.7;0;1;0;0;0;active
Charadrius_dubius_22693770;clim.ndvi;Charadrius_dubius;Charadrius_dubius;Palearctic;EPale;13719;4209;0.362494375;2.82881932;73.9576682;49.61609811;7.841708244;41.77438987;12704723.95;26971978.92;5.074007634;38.7;0;1;0;0;0;active
Charadrius_leschenaultii_22693862;clim.land;Charadrius_leschenaultii;Charadrius_leschenaultii;Palearctic;EPale;2470;1172;0.134023862;6.804431215;88.80890688;44.14959514;2.788822526;41.36077262;3444195.867;5448466.538;6.087606784;74.8;0;1;0;0;0;active
Charadrius_leschenaultii_22693862;clim.ndvi;Charadrius_leschenaultii;Charadrius_leschenaultii;Palearctic;EPale;2470;1172;0.086236328;2.30808508;88.80890688;44.14959514;2.788822526;41.36077262;3444195.867;5448466.538;5.300785578;74.8;0;1;0;0;0;active
Charadrius_melodus_22693811;clim.land;Charadrius_melodus;Charadrius_melodus;Nearctic;Nearctic;601;105;0.180292366;14.75985219;-100.2873975;47.79354508;28.70454545;19.08899963;283915.7179;1246599.529;6.086565611;54.39;0;1;0;0;0;active
Charadrius_melodus_22693811;clim.ndvi;Charadrius_melodus;Charadrius_melodus;Nearctic;Nearctic;601;105;0.249046201;4.583721683;-100.2873975;47.79354508;28.70454545;19.08899963;283915.7179;1246599.529;4.524643232;54.39;0;1;0;0;0;active
Charadrius_mongolus_22693855;clim.land;Charadrius_mongolus;Charadrius_mongolus;Palearctic;EPale;2087;1206;0.12921416;5.246788221;105.9934116;41.71765692;2.528192371;39.18946455;3574103.799;4721287.56;6.192059408;64;0;1;0;0;0;active
Charadrius_mongolus_22693855;clim.ndvi;Charadrius_mongolus;Charadrius_mongolus;Palearctic;EPale;2087;1206;0.060809454;1.144358285;105.9934116;41.71765692;2.528192371;39.18946455;3574103.799;4721287.56;5.51447408;64;0;1;0;0;0;active
Charadrius_montanus_22693876;clim.land;Charadrius_montanus;Charadrius_montanus;Nearctic;Nearctic;332;326;0.242621822;16.41558925;-106.7590361;41.30271084;29.56134969;11.74136115;871544.2591;766075.1248;5.940857894;95.74;0;1;0;0;0;active
Charadrius_montanus_22693876;clim.ndvi;Charadrius_montanus;Charadrius_montanus;Nearctic;Nearctic;332;326;0.395099905;5.139682138;-106.7590361;41.30271084;29.56134969;11.74136115;871544.2591;766075.1248;4.447494004;95.74;0;1;0;0;0;active
Charadrius_placidus_22693767;clim.land;Charadrius_placidus;Charadrius_placidus;Palearctic;EPale;897;1016;0.203881526;5.129326521;123.7238016;42.42558528;26.65698819;15.7685971;2788864.904;2031888.721;5.669360335;62.7;0;1;0;0;0;active
Charadrius_placidus_22693767;clim.ndvi;Charadrius_placidus;Charadrius_placidus;Palearctic;EPale;897;1016;0.032259122;1.240369173;123.7238016;42.42558528;26.65698819;15.7685971;2788864.904;2031888.721;4.256418504;62.7;0;1;0;0;0;active
Charadrius_semipalmatus_22693764;clim.land;Charadrius_semipalmatus;Charadrius_semipalmatus;Nearctic;Nearctic;3675;621;0.186143307;4.308750051;-121.0238776;64.37503401;12.17477123;52.20026279;1737318.546;4887720.459;6.994083529;46.74;0;1;0;0;0;active
Charadrius_semipalmatus_22693764;clim.ndvi;Charadrius_semipalmatus;Charadrius_semipalmatus;Nearctic;Nearctic;3675;621;0.081716358;1.134079831;-121.0238776;64.37503401;12.17477123;52.20026279;1737318.546;4887720.459;5.818800601;46.74;0;1;0;0;0;active
Charadrius_veredus_22693872;clim.land;Charadrius_veredus;Charadrius_veredus;Palearctic;EPale;727;661;0.085703147;1.180490003;105.5209766;47.51547455;-18.88918306;66.40465761;1921248.485;1512705.387;5.278153214;95;0;1;0;0;0;active
Charadrius_veredus_22693872;clim.ndvi;Charadrius_veredus;Charadrius_veredus;Palearctic;EPale;727;661;0.007153842;-0.337342939;105.5209766;47.51547455;-18.88918306;66.40465761;1921248.485;1512705.387;4.361409898;95;0;1;0;0;0;active
Charadrius_vociferus_22693777;clim.land;Charadrius_vociferus;Charadrius_vociferus;Nearctic;Nearctic;4010;638;0.176011406;29.00293658;-104.9418953;52.2723192;12.46238245;39.80993676;1906957.248;7508548.97;6.711524807;96.44;0;1;0;0;0;active
Charadrius_vociferus_22693777;clim.ndvi;Charadrius_vociferus;Charadrius_vociferus;Nearctic;Nearctic;4010;638;0.146081184;1.271233912;-104.9418953;52.2723192;12.46238245;39.80993676;1906957.248;7508548.97;5.493167764;96.44;0;1;0;0;0;active
Chlidonias_hybrida_22694764;clim.land;Chlidonias_hybrida;Chlidonias_hybrida;Palearctic;EPale;1616;7349;0.304129144;4.626850508;85.12933168;44.09065594;7.070451762;37.02020418;21412965.91;3560526.181;6.235301145;83.67;1;0;0;0;0;active
Chlidonias_hybrida_22694764;clim.ndvi;Chlidonias_hybrida;Chlidonias_hybrida;Palearctic;EPale;1616;7349;0.280383798;2.495480997;85.12933168;44.09065594;7.070451762;37.02020418;21412965.91;3560526.181;5.300049189;83.67;1;0;0;0;0;active
Chlidonias_leucopterus_22694782;clim.land;Chlidonias_leucopterus;Chlidonias_leucopterus;Palearctic;EPale;5309;9573;0.225571179;5.826267777;83.06926917;51.26440949;1.266243602;49.99816589;28366229.74;10175219.08;6.499684945;54.2;0;1;0;0;0;active
Chlidonias_leucopterus_22694782;clim.ndvi;Chlidonias_leucopterus;Chlidonias_leucopterus;Palearctic;EPale;5309;9573;0.186199096;2.411719095;83.06926917;51.26440949;1.266243602;49.99816589;28366229.74;10175219.08;5.729808538;54.2;0;1;0;0;0;active
Chlidonias_niger_22694787;clim.land;Chlidonias_niger;Chlidonias_niger;Nearctic;Nearctic;2642;283;0.08854258;5.454726534;-102.7931491;48.9988645;5.6704947;43.3283698;855771.4731;5320644.848;6.64766653;65.3;1;0;0;0;0;active
Chlidonias_niger_22694787;clim.ndvi;Chlidonias_niger;Chlidonias_niger;Nearctic;Nearctic;2642;283;0.027965083;-0.195818566;-102.7931491;48.9988645;5.6704947;43.3283698;855771.4731;5320644.848;5.486884791;65.3;1;0;0;0;0;active
Chondestes_grammacus_22721191;clim.land;Chondestes_grammacus;Chondestes_grammacus;Nearctic;Nearctic;1849;384;0.220952668;8.473329803;-103.3322066;40.73161168;23.44270833;17.28890335;1081756.929;4303129.658;6.407502378;29;0;0;0;1;0;active
Chondestes_grammacus_22721191;clim.ndvi;Chondestes_grammacus;Chondestes_grammacus;Nearctic;Nearctic;1849;384;0.228374101;2.955508325;-103.3322066;40.73161168;23.44270833;17.28890335;1081756.929;4303129.658;5.117051978;29;0;0;0;1;0;active
Chordeiles_minor_22689714;clim.land;Chordeiles_minor;Chordeiles_minor;Nearctic;Nearctic;6049;4650;0.327826559;26.90425013;-101.0906348;45.12278889;-9.769462366;54.89225126;13837332.9;12955394;7.108709331;79.3;0;1;0;0;0;active
Chordeiles_minor_22689714;clim.ndvi;Chordeiles_minor;Chordeiles_minor;Nearctic;Nearctic;6049;4650;0.295400126;4.135318062;-101.0906348;45.12278889;-9.769462366;54.89225126;13837332.9;12955394;6.142492415;79.3;0;1;0;0;0;active
Ciconia_boyciana_22697695;clim.land;Ciconia_boyciana;Ciconia_boyciana;Palearctic;EPale;232;841;0.378308923;10.54433574;130.9008621;47.75862069;31.57342449;16.1851962;2198635.008;480535.4949;5.627006679;4847.74;1;0;0;0;0;passive
Ciconia_boyciana_22697695;clim.ndvi;Ciconia_boyciana;Ciconia_boyciana;Palearctic;EPale;232;841;0.054060951;0.514523744;130.9008621;47.75862069;31.57342449;16.1851962;2198635.008;480535.4949;4.484885957;4847.74;1;0;0;0;0;passive
Ciconia_ciconia_22697691;clim.land;Ciconia_ciconia;Ciconia_ciconia;Palearctic;WPale;2318;4932;0.219072532;4.214108826;25.30349439;45.66760138;-1.322891322;46.9904927;14556311.48;4948561.241;6.00285481;3445.8;1;0;0;0;0;passive
Ciconia_ciconia_22697691;clim.ndvi;Ciconia_ciconia;Ciconia_ciconia;Palearctic;WPale;2318;4932;0.307774529;2.243929824;25.30349439;45.66760138;-1.322891322;46.9904927;14556311.48;4948561.241;4.847152613;3445.8;1;0;0;0;0;passive
Ciconia_nigra_22697669;clim.land;Ciconia_nigra;Ciconia_nigra;Palearctic;EPale;7849;3533;0.38591266;4.64493248;85.40919225;48.66833355;11.05257571;37.61575783;10329597.77;15867269.88;6.065012669;2926;1;0;0;0;0;passive
Ciconia_nigra_22697669;clim.ndvi;Ciconia_nigra;Ciconia_nigra;Palearctic;EPale;7849;3533;0.334959517;2.653713463;85.40919225;48.66833355;11.05257571;37.61575783;10329597.77;15867269.88;4.980131626;2926;1;0;0;0;0;passive
Circaetus_gallicus_22734216;clim.land;Circaetus_gallicus;Circaetus_gallicus;Palearctic;WPale;4343;1525;0.220963765;4.700637948;44.26185816;45.51444854;11.80868852;33.70576001;4588704.725;9300395.579;5.648306145;1699.12;1;0;0;0;0;passive
Circaetus_gallicus_22734216;clim.ndvi;Circaetus_gallicus;Circaetus_gallicus;Palearctic;WPale;4343;1525;0.443545815;5.485837615;44.26185816;45.51444854;11.80868852;33.70576001;4588704.725;9300395.579;4.014250568;1699.12;1;0;0;0;0;passive
Circus_aeruginosus_22695344;clim.land;Circus_aeruginosus;Circus_aeruginosus;Palearctic;WPale;6515;5530;0.302332864;7.138844865;53.95376055;50.98300077;8.746745027;42.23625574;16352765.92;12560921.93;6.065693295;704.07;1;0;0;0;0;passive
Circus_aeruginosus_22695344;clim.ndvi;Circus_aeruginosus;Circus_aeruginosus;Palearctic;WPale;6515;5530;0.270715152;1.695949002;53.95376055;50.98300077;8.746745027;42.23625574;16352765.92;12560921.93;4.904851301;704.07;1;0;0;0;0;passive
Circus_cyaneus_22727733;clim.land;Circus_cyaneus;Circus_cyaneus;Palearctic;EPale;9767;4224;0.38380496;6.024616764;90.52695301;58.88177025;34.85558712;24.02618313;10560715.92;15468902.34;5.995304067;392.98;1;0;0;0;0;passive
Circus_cyaneus_22727733;clim.ndvi;Circus_cyaneus;Circus_cyaneus;Palearctic;EPale;9767;4224;0.345604705;2.338790356;90.52695301;58.88177025;34.85558712;24.02618313;10560715.92;15468902.34;4.8794711;392.98;1;0;0;0;0;passive
Circus_macrourus_22695396;clim.land;Circus_macrourus;Circus_macrourus;Palearctic;WPale;3165;5821;0.265054665;4.191555707;62.8556872;51.03467615;6.905299777;44.12937637;17068199.04;6125358.078;5.969871717;384.36;1;0;0;0;0;passive
Circus_macrourus_22695396;clim.ndvi;Circus_macrourus;Circus_macrourus;Palearctic;WPale;3165;5821;0.254738799;1.506185975;62.8556872;51.03467615;6.905299777;44.12937637;17068199.04;6125358.078;4.85923555;384.36;1;0;0;0;0;passive
Circus_melanoleucos_22695402;clim.land;Circus_melanoleucos;Circus_melanoleucos;Palearctic;EPale;877;2044;0.25914164;6.429996049;122.4489738;49.46208666;21.09344423;28.36864243;5832030.317;1756196.451;5.935376332;336.3;1;0;0;0;0;passive
Circus_melanoleucos_22695402;clim.ndvi;Circus_melanoleucos;Circus_melanoleucos;Palearctic;EPale;877;2044;0.109245128;2.311125762;122.4489738;49.46208666;21.09344423;28.36864243;5832030.317;1756196.451;4.601831619;336.3;1;0;0;0;0;passive
Circus_pygargus_22695405;clim.land;Circus_pygargus;Circus_pygargus;Palearctic;WPale;3442;4007;0.182497863;2.955762414;46.10299245;49.92141197;1.37765161;48.54376036;11915831.38;6804006.1;5.970817829;310.75;1;0;0;0;0;passive
Circus_pygargus_22695405;clim.ndvi;Circus_pygargus;Circus_pygargus;Palearctic;WPale;3442;4007;0.213885651;1.593501242;46.10299245;49.92141197;1.37765161;48.54376036;11915831.38;6804006.1;4.67096102;310.75;1;0;0;0;0;passive
Circus_spilonotus_61709141;clim.land;Circus_spilonotus;Circus_spilonotus;Palearctic;EPale;3085;1294;0.258880207;4.871726887;121.3232577;52.90429498;20.0003864;32.90390858;3683264.356;5707804.342;5.94624504;558.78;1;0;0;0;0;passive
Circus_spilonotus_61709141;clim.ndvi;Circus_spilonotus;Circus_spilonotus;Palearctic;EPale;3085;1294;0.237015733;2.127339599;121.3232577;52.90429498;20.0003864;32.90390858;3683264.356;5707804.342;4.768603366;558.78;1;0;0;0;0;passive
Cistothorus_palustris_22711374;clim.land;Cistothorus_palustris;Cistothorus_palustris;Nearctic;Nearctic;1652;1100;0.251737092;41.50694934;-99.11319613;46.22215496;28.545;17.67715496;2963800.722;3509563.473;6.653123456;10.8;0;1;0;0;0;active
Cistothorus_palustris_22711374;clim.ndvi;Cistothorus_palustris;Cistothorus_palustris;Nearctic;Nearctic;1652;1100;0.282087131;3.059771454;-99.11319613;46.22215496;28.545;17.67715496;2963800.722;3509563.473;5.341558891;10.8;0;1;0;0;0;active
Cistothorus_platensis_22711360;clim.land;Cistothorus_platensis;Cistothorus_platensis;Nearctic;Nearctic;869;554;0.34179083;22.11863675;-92.85011507;45.8627733;29.83844765;16.02432565;1478048.763;1860486.045;6.28388416;9.04;0;1;0;0;0;active
Cistothorus_platensis_22711360;clim.ndvi;Cistothorus_platensis;Cistothorus_platensis;Nearctic;Nearctic;869;554;0.171877535;2.188342656;-92.85011507;45.8627733;29.83844765;16.02432565;1478048.763;1860486.045;4.931886502;9.04;0;1;0;0;0;active
Clanga_clanga_22696027;clim.land;Aquila_clanga;Clanga_clanga;Palearctic;EPale;5078;2252;0.309152033;7.776982751;74.30198897;55.1142182;25.76265542;29.35156278;6190725.074;8920221.932;5.876895104;2154.29;1;0;0;0;0;passive
Clanga_clanga_22696027;clim.ndvi;Aquila_clanga;Clanga_clanga;Palearctic;EPale;5078;2252;0.216818915;3.217528423;74.30198897;55.1142182;25.76265542;29.35156278;6190725.074;8920221.932;4.553733942;2154.29;1;0;0;0;0;passive
Clanga_pomarina_22696022;clim.land;Aquila_pomarina;Clanga_pomarina;Palearctic;WPale;1012;2378;0.099430155;3.694476574;26.82312253;49.6284585;-4.869848612;54.49830711;7111018.215;2011289.481;5.856737808;1359.41;1;0;0;0;0;passive
Clanga_pomarina_22696022;clim.ndvi;Aquila_pomarina;Clanga_pomarina;Palearctic;WPale;1012;2378;0.101994886;0.876545641;26.82312253;49.6284585;-4.869848612;54.49830711;7111018.215;2011289.481;4.723794015;1359.41;1;0;0;0;0;passive
Clangula_hyemalis_22680427;clim.land;Clangula_hyemalis;Clangula_hyemalis;Nearctic;Nearctic;5142;476;0.112942756;6.287970573;-105.8087808;67.32096206;52.12923251;15.19172955;876026.7798;6044960.231;6.821002569;871;0;1;0;0;0;active
Clangula_hyemalis_22680427;clim.ndvi;Clangula_hyemalis;Clangula_hyemalis;Nearctic;Nearctic;5142;476;0.157370521;6.65378161;-105.8087808;67.32096206;52.12923251;15.19172955;876026.7798;6044960.231;5.812991958;871;0;1;0;0;0;active
Coccothraustes_coccothraustes_22720681;clim.land;Coccothraustes_coccothraustes;Coccothraustes_coccothraustes;Palearctic;EPale;2894;1181;0.453282008;7.987214715;77.29526607;54.11817554;36.62552921;17.49264632;2906616.174;5219275.163;5.846348526;56.63;0;0;0;1;0;active
Coccothraustes_coccothraustes_22720681;clim.ndvi;Coccothraustes_coccothraustes;Coccothraustes_coccothraustes;Palearctic;EPale;2894;1181;0.290014153;6.967138184;77.29526607;54.11817554;36.62552921;17.49264632;2906616.174;5219275.163;4.672915822;56.63;0;0;0;1;0;active
Coccyzus_americanus_22684331;clim.land;Coccyzus_americanus;Coccyzus_americanus;Nearctic;Nearctic;2126;4717;0.393423281;32.83952919;-90.90169332;35.95837253;-9.941541234;45.89991376;14033271.77;5265929.436;6.796057949;64;0;1;0;0;0;active
Coccyzus_americanus_22684331;clim.ndvi;Coccyzus_americanus;Coccyzus_americanus;Nearctic;Nearctic;2126;4717;0.369380265;3.579050568;-90.90169332;35.95837253;-9.941541234;45.89991376;14033271.77;5265929.436;5.857454841;64;0;1;0;0;0;active
Coccyzus_erythropthalmus_22684328;clim.land;Coccyzus_erythropthalmus;Coccyzus_erythropthalmus;Nearctic;Nearctic;2200;758;0.165513544;12.99108523;-91.30954545;43.42409091;-5.507915567;48.93200648;2304747.53;4906485.674;6.512719347;50.9;0;1;0;0;0;active
Coccyzus_erythropthalmus_22684328;clim.ndvi;Coccyzus_erythropthalmus;Coccyzus_erythropthalmus;Nearctic;Nearctic;2200;758;0.087637592;3.330425658;-91.30954545;43.42409091;-5.507915567;48.93200648;2304747.53;4906485.674;5.525651637;50.9;0;1;0;0;0;active
Colaptes_auratus_22726404;clim.land;Colaptes_auratus;Colaptes_auratus;Nearctic;Nearctic;3984;237;0.165230676;6.306115665;-103.9485442;55.70143072;29.69092827;26.01050245;633403.9511;6873420.994;6.362094292;131.46;0;1;0;0;0;active
Colaptes_auratus_22726404;clim.ndvi;Colaptes_auratus;Colaptes_auratus;Nearctic;Nearctic;3984;237;0.178128201;6.450866068;-103.9485442;55.70143072;29.69092827;26.01050245;633403.9511;6873420.994;4.927920884;131.46;0;1;0;0;0;active
Columba_oenas_22690088;clim.land;Columba_oenas;Columba_oenas;Palearctic;WPale;3758;160;0.35734184;5.868791509;39.83688132;52.81652475;42.28125;10.53527475;363780.0767;6967684.063;5.435632145;290.79;0;0;0;1;0;active
Columba_oenas_22690088;clim.ndvi;Columba_oenas;Columba_oenas;Palearctic;WPale;3758;160;0.078091055;1.239172053;39.83688132;52.81652475;42.28125;10.53527475;363780.0767;6967684.063;3.940312566;290.79;0;0;0;1;0;active
